video,start,text,entities
1,4568,"Das wäre so unser Arbeitsmaterial weiterverwenden, erweitern. Und dann plötzlich, hat er angefangen zu sagen, „Ich muss das viel weiter machen.“, er hat angefangen alle alten Sachen von der Bibel über den Gilgamesch, alles zusammen, nochmal zu lesen im Hinblick auf Tanz.",Bibel;Gilgamesch
1,4591,"Was hatte es für eine Bedeutung? Die Wiener Commedia hat er wieder gelesen, die verschiedenen Übersetzungen nebeneinander und dann haben wir uns eine Zeit lang vor allem mit Mittelalter auseinandergesetzt und mit früher Philosophie im Humanismus, Renaissance und so weiter.",Zeit
1,4612,"Wir haben über so viel Sachen geredet und immer hat er Anregungen … „Musst mal das lesen!“ Dann hat sich dieses Buch natürlich ständig verändert und dann haben wir eine Zeit lang gesagt, wir tun es ein bisschen verteilen.",
1,4626,"Also klar die Bibel, das mache dann nicht ich. Dann hat er gesagt: „Ja, aber ich bin froh, wenn du da die St. Petersburger Klassik nimmst.“ Dann habe ich dort mal intensiv … Aber dort habe ich ja sowieso auch sonst schon … Und dann plötzlich ist es eigentlich so geworden, dass ich gesagt habe, du, wir haben weitergeschrieben, wir haben weitergeredet und plötzlich hat sich herausgestellt, es ist immer mehr SEIN Buch geworden, das ich so nicht gemacht hätte, bei dem er sich aber wirklich vertieft hat und er hat bis am Schluss daran gearbeitet.",Bibel;SEIN Buch;St. Petersburger Klassik
1,4662,"Und ich bin dann mit vielen anderen, es hatte ein paar Leute, die diese Sachen immer gelesen haben, wo er alle diese Versionen dann geschickt hat. Wir haben dann das diskutiert, wobei ganz am Schluss war es dann auch so, dass er gesagt hat: „Lies es einfach mal, ich will gar nicht wissen, was du anders machen würdest oder was nicht stimmt in einer Einzelheit oder so.",Lies
1,4687,"Lies es einfach mal, hat es einen guten Fluss zum Lesen?“ Und er war dann sehr eigentlich fast auf das fixiert. Und wir haben dann noch telefoniert darüber und es war ein besonders langes …also wir hatten immer lange Telefonate, obschon wir uns viel gesehen haben, und das war ein ziemlich grundsätzliches Ding. Er war dort in einer schwierigen Phase, weil mehrere gute Freunde sind gestorben in dieser Zeit.",Zeit
1,4723,"Und er hat sich mit dem auseinandergesetzt, es ist auch ihm nicht so gut gegangen mit dem Atmen. Und eine Freundin, bei der er auch wieder musste bei der Abdankung reden, wo er aber gesagt hat „Du, zum Glück, es reden noch viel andere.“, aber das hat ihn sehr hergenommen irgendwie.",
1,4741,"Und dann haben wir ziemlich lange über ganz Allgemein und über das Buch, er hat mir noch Sachen geschickt … Dann hat er so gesagt: „Ja, ich glaube jetzt bin ich auf gutem Wege im 20. Jahrhundert. So wird es gut.",
1,4758,"Das lass ich jetzt, nimm jetzt mal das, das ich dir schon geschickt habe“, das ging ungefähr bis 1920, „nimm das mal als fertig an und ich hoffe ich bin bis in den Sommer fertig und sonst ist es auch egal, dass erscheint dieses Buch halt nicht.“",
1,4778,"Dann haben wir über etwas anderes geredet und dann war das Nächste, das ich gehört habe, dass er gestorben ist. Das war wenige Tage später. Er hat sich nicht wohl gefühlt. Die Schwester, die Ärztin war, hat ihm gesagt, er solle zum Doktor gehen.",Schwester
1,4797,"Er wollte nicht, hat das Telefon nicht abgenommen. Dann ging sie schauen und dann ist er offenbar einfach ziemlich schnell umgekippt, weil ihm schlecht war.",
1,4812,"Das war sehr, sehr schwierig, weil ganz viele Leute haben mich dann angerufen: „Du, was ist mit dem Richard? Der wäre heute auf Besuch gekommen und er ist nicht gekommen. Ich habe ihn angerufen.“ Dann musste ich allen denen sagen: „Du, er ist gestern gestorben.“",Richard
1,4830,"Das war natürlich … das war einer meiner wichtigen Menschen in meinem Leben und ich habe bis jetzt niemand so, den ich als Gesprächspartner so habe wie ihn. Das ist ganz klar.",
1,4847,"Aber ich muss ehrlich sagen, ich bin sehr froh, weil ich hätte mich vielleicht aufgehängt daran, wenn ich das Gefühl hätte, er wolle, dass ich sein Buch in seinem Sinn abschliessen würde, weil das hätte ich auch nicht gekonnt.",
1,4865,"Und darum, dass er das gesagt hat, „Janu, dann gibt es das halt nicht.“… Dann habe ich lange mit der Schwester hin und her gemacht: Was machen wir damit? Tun wir etwas? Und jetzt haben wir einfach dieses Buch mit diesen Aphorismen, die dann jemand ganz anderes Aussenstehendes … also NEIN, sie hat ihn sehr gut gekannt, aber nicht vom Tanz her.",Aussenstehendes;Janu
1,4885,"Sie ist Redakteurin. Sie hat dann ausgewählt und hat einfach ein paar Aphorismen für ihn als Erinnerungsbuch zusammengestellt. Aber das Manuskript ist im Tanzarchiv in Lausanne. Also wenn da mal jemand kommt und das anschauen will, dann könnte er das anschauen.",Lausanne
1,4906,"Ja, das ist eigentlich das. I: Mmh (bejahend). Okay. Traurig, klar. Gleichzeitig auch ganz, ganz wichtig für deine Lebensgeschichte der Richard, oder?",I;Mmh;Richard;Traurig
1,4926,"P: Ja, natürlich, weil wir haben so viel Gemeinsames. Und es war ja lustig als wir mal auf Baden-Baden gingen und da war Jürg mitgekommen, da haben wir den Kögler [Horst Koegler] angetroffen und dann ich glaube, es ist um die Rekonstruktion des „Dornröschen“ gegangen.",Baden-Baden;Dornröschen;Horst Koegler;Jürg;Kögler;P: Ja
1,4950,"Das Marinsky-Ballett hatte ja eine Zeit lang eigene Rekonstruktionen, wobei sie haben nie genau ausgewiesen, was ist jetzt bei ihnen wirklich Rekonstruktion und was nicht. Und wir haben darüber diskutiert, welche Stellen, ich kannte es dann gut genug, um das ungefähr …, und dann haben wir mit dem Kögler diskutiert und dann kam der Kögler so … Also man weiss, wer der Kögler ist, oder?",Kögler;Kögler;Kögler
1,4974,"Das ist so quasi der Tanzkritiker-Papst aus Stuttgart, der grosse, der auch wichtige Bücher geschrieben hat und so weiter. Und dann kommt der und sagt: „Ja und wer ist denn das?“und dann [ich]: „Ja, das ist mein Mann.“ Dann sagt er: „Was, Sie GIBT’S?“",Stuttgart;Tanzkritiker-Papst
1,4996,"Weil er hat gemeint, ich war immer mit dem Richard unterwegs, weil er hat irgendwie gemeint, dass ich … Eben er hat sich eine Familie … das haben die Leute eigentlich gar nicht gewusst. Ich war einfach … Aber der Richard hatte viele Freundinnen, viele Leute zu denen er Kontakt hatte.",Richard;Richard
1,5015,"Er hatte einen sehr grossen Bekanntenkreis, weil er ja so viel in der Zeitung war, weil er das mit dem Schauspiel hatte, er hat den Sprechchor geleitet, lange Zeit, von der Ellen Widman übernommen und co-geleitet mit jemand. Er hat auch sogar komponiert für Sprechchor. Hat dort also auch solche Sachen gemacht, das war ein anderes Ding.",Ellen Widman;Zeit
1,5039,"Er hat auch gesungen, er hatte Musikerfreunde, die mit ihm musiziert haben und eben so quasi für den Tanz, zu denen habe ich gehört.",
1,5050,"Und dann natürlich einfach die alte Studienzeit, das ist klar, einfach. Und hier und da ist Richard auch auf eine Reise mitgekommen. Auf Usbekistan war er dabei. Zwei-, dreimal in Russland mitgekommen. In der Antarktis war er auch dabei. Es hatte also immer so einzelne Reisen gegeben, auf denen er mitgekommen ist.",Antarktis;Richard;Russland;Usbekistan
1,5079,"Wir haben ja mal eine Tanzkritiker-Reise auf Petersburg gemacht. Da waren auch Regina Christen, John Geissler und so dabei. Da habe ich wahrscheinlich noch lustige Fotos. Ja, das ist eigentlich das. Eben dort war er auch dabei.",John Geissler;Petersburg;Regina Christen
1,5102,"Und wir haben das mit der Lisa Stutz, die hat diese Reise geleitet. Lisa Stutz ist ja die Frau, die neben Hans Meister auf Russland ist, um quasi wie ein Nachdiplomstudium … oder sagen wir einfach, dorthin um zu lernen, er war ja da bereits Solist, währendem SIE als junges Mädchen in die Waganowa-Akademie …ich glaube sie war die erste Schweizerin die dort war und den Abschluss in dem Sinne gemacht hat, hat aber natürlich dort damals nicht in Russland können tanzen und hatte dann noch unter 20 ein Unfall und hat den nicht gleich behandelt. Hat dann aber das Comeback",Hans Meister auf Russland;Lisa Stutz;Lisa Stutz;Russland;SIE;Schweizerin
1,5146,"geschafft, aber sie macht heute etwas ganz anderes. Wir haben mit ihr noch lange unterwegs Kontakt gehabt. Sie war eine sensationelle Übersetzerin, durch das, dass dort nur Russisch geredet wurde. Und sie hat dann auch in verschiedenen Kriegen übersetzt bei Gefangenenaustauschen.",Gefangenenaustauschen;Russisch
1,5171,"Sie hat auch Künstler begleitet, die mit dem Russisch und mit der westlichen Sprache Mühe gehabt haben. Sie war da ganz grossartig. Aber ich glaube sie arbeitet heute etwas anderes. Und sie hat das geleitet und es war mal lustig in dieser Konstellation hin zu gehen.",Russisch
1,5197,"I: Du hast vorher das Thema der Schönheits-Symmetrie, das ist ja was, was du vorher in der Architektur beschrieben hast, aber es betrifft wahrscheinlich nicht nur die Architektur, es betrifft wahrscheinlich auch das klassische Ballett. Vielleicht kannst du da noch mehr darüber reden. Es ist ja wie so ein Kernfokus vielleicht oder ich weiss nicht, bei dem was bei dir vielleicht auch Qualität, Leidenschaft für etwas ausmacht.",
1,5228,"P: Ja, das ist natürlich schon so. Also ich mache immer noch klassisches Ballett, also ich gehe immer noch trainieren. Und für mich ist es absolut das Richtige und ich glaube es gibt einfach, ich sehe das so wie ein Kolleg, was man einfach so zwischendrin kurz sagt. Es ist einmal eine klassische Tänzerin, fertig ausgebildet, die aber nicht sehr lange getanzt hat, ins Training gekommen, in dem ich auch war und dann hat sie gesagt:",P
1,5258,"„Du, heute hatte ich wieder eine halbe Stunde, in der ich alle meine Körperteile von überall her wieder zusammenbekommen habe und richtig mit dem Schwerpunkt gerade dagestanden bin.“ …wie es das europäische Ideal ist von einem Renaissance-Mensch, leicht auswärts, in sich ruhend, alles koordiniert von einem Zentrum aus.",Zentrum;europäische
1,5283,"Ich hatte so lange in dem Training bis ich so weit war und ich glaube ich gehöre auch zu denen, die diese Konzentration auf das Körperzentrum brauchen und dann von da aus schauen und darum war ich auch immer überzeugt, für mich ist das klassische Ballett das Richtige.",
1,5304,"Es gibt aber auch die anderen Leute, die das eher als Fessel empfinden und die das Gefühl haben, sie müssen sich aus dem befreien, das ihr Leben schon als so etwas Fixiertes anschaut, dass sie dann lieber ihren eigenen Weg suchen. Das verstehe ich, aber ich gehöre eben eher zu den anderen.",
1,5323,"Ich habe relativ spät angefangen, aber ich bin jetzt 50 Jahre dabei geblieben. Ich habe noch Freundinnen, die schon bei Annemarie Sutter an der Tanztheaterschule [meint Theatertanzschule?], was heute die (Catana-Schule?) ist, angefangen hat.",Annemarie Sutter;Tanztheaterschule
1,5338,"Sie war Tänzerin seit 1922 am Theater, schon als Kindertänzerin und ganz eine tolle Lehrerin. Ich war dann zwischendrin nicht mehr dort, weil dann sind die Kinder gekommen. Dann war ich am Abend beim Miklos [Miklos Bognar], bei Belinda (Belinda Wright),bei Jelko (Jelko Yuresha), verschiedene Lehrer und dann als ich wieder am morgen gehen konnte, da war ich bei Natacha Kelepovska. Und das war natürlich insofern wieder etwas anders, denn es war DIE Tänzerin, die auch wieder die russische Tradition … Also sie ist eine Nachkommin von der Morganat (Anm. einer morganatischen Ehe einer Tänzerin mit Zar Nikolaus I.) hatte, der hatte nämlich eine Adelige, also nein, eine Prinzessin, aber er hat ganz offizielle eine morganatische Frau gehabt und das war eine Tänzerin.","Belinda;Belinda Wright),bei;DIE;Jelko Yuresha;Miklos;Miklos Bognar;Natacha Kelepovska;Nikolaus I.;russische"
1,5396,"Und sie über dieses Ding in der zaristischen Familie irgendwie liiert gewesen in die Gesellschaft, weil auch eine morganatische Ehe mit diesen Nachkommen irgendwie dazu gehört hat.",
1,5412,"Da ist ja das zaristische Blut drin. Und sie hat immer von ihrem Leben erzählt und das war ganz besonders. Später war es der Dieter Ammann, jetzt ist es der Fumio",Dieter Ammann
1,5427,". Was man dort daran arbeiten kann ist die Balance, das ist das korrekte Ding, dass man wirklich das Zentrum hat von der Bewegung, natürlich kommt es für uns überhaupt nicht mehr darauf an, wie hoch das Bein ist oder so irgendetwas, aber irgendeine Armgeste oder eine Haltung des Kopfs oder alle diese feinen Epaulement.",Zentrum
1,5452,"Die er natürlich auch super kennt, wo die meisten Leute gar nicht mehr wissen, warum Kirow-Tänzerinnen oder Waganowa-Schülerinnen aus der Waganowa-Akademie einfach irgendwie etwas anderes sind, weil sie vom Rücken her nur mit einer kleinen Nuance ein bisschen anders arbeiten.",Kirow-Tänzerinnen;Waganowa-Akademie
1,5472,"Und diese Sachen versucht er uns noch beizubringen. Und wenn er mal merkt, dass wir etwas umgesetzt haben, dann ist er nachher ganz begeistert.",
1,5481,"Wir haben auch Freude. Es ist ein Freundschaftszirkel eigentlich natürlich auch geworden, wir feiern auch miteinander.",
1,5488,"Früher hat immer Kelepovska ein Fest gemacht am 21. Dezember. Dann mussten wir das ein bisschen verschieben, wenn es ging, aber wir haben immer quasi eine Weihnacht gefeiert und jetzt ist das auch nicht mehr. Jetzt machen das mit dem Fumio [Fumio Inagaki] einfach nach dem Training, relativ inoffiziell, aber früher hatte man noch ein schönes Dîner irgendwo. Es wurde etwas Besonderes gefeiert.",Kelepovska
1,5518,"Die Leute, in dieser Stunde die ich gegangen bin, sind ehemalige Tänzerinnen, die in den 70er Jahren getanzt haben und es sind Tanzlehrerinnen und andere dort, die mit mir auch als Anfängerinnen angefangen haben. Das ist mir sehr wichtig. Ich glaube auch die Haltung, das ist es eigentlich für mich.",
1,5545,"Und ich glaube sowieso, das was wir machen, was uns in den Sinn kommt oder was wir lesen oder hören, das bringen wir immer in einen Kontext. Und ich glaube ich gehöre zu diesen Menschen, die immer vielleicht relativ schnell eine Ordnung brauchen bei diesem Einordnen.",
1,5574,"Also ganz verspielt gesagt, ich laufe noch heute, wenn ich auf dem Randstein laufe, laufe ich nicht, wo diese beiden Steine aufeinander kommen, sondern ich vermeide das.",
1,5585,"Und so diese Sachen, das mache ich ganz automatisch. Genau gleich wie ich Symmetrien von Autonummern … wenn ich nämlich so an Auto vorbeilaufe, dann mache ich dort Zahlenkombinationen für mich. Und mich interessiert auch sehr das Verhältnis von mathematischen Sachen und Sachen, die in der Natur vorkommen.",
1,5610,"Also eben der Seestern mit den fünf Armen, das ist ja etwas, eigentlich etwas verrücktes, weil sonst ist Leben immer axialsymmetrisch, und dort … [01:33:042] Das hat dann auch meine Mutter besonders gepflegt, sie war immer in solchen Vorlesungen, wie man kann mit diesen Zahlen umgehen und Fibonacci-Zahlenreihe natürlich, also das waren alles so Sachen und wo sie in der Natur vorkommen und ich kann heute keinen Tannenzapfen mehr ansehen ohne schnell die Fibonacci-Reihen zu zählen.",Fibonacci-Reihen;Fibonacci-Zahlenreihe
1,5646,"Oder eine Sonnenblume, wo man das alles zusammen wieder sieht. Das sind einfach diese Gesetzmässigkeiten, dort wo es zusammenstimmt.",
1,5658,"Und Richard hat immer gesagt: „Es ist ganz typisch, wo du läufst,“, wenn es eine Brücke hat oder einen Weg nach unten, „du brauchst einfach genau diesen Ort, wo du immer läufst.“",Richard
1,5672,"Und das stimmt wahrscheinlich, wahrscheinlich bin ich jemand, der schnell auf solche Sachen reagiert. Dass ich immer das Gefühl habe, es muss in einem bestimmten Verhältnis zueinander sein, sei es jetzt im goldenen Schnitt oder sei es in all diesen Sachen.",
1,5693,"Das ist das, was mich auch interessiert. Mich interessiert zum Beispiel auch, wenn ich bei Ausgrabungen höre, dass es Völker gibt, die ovale Dörfer gemacht habe und diese Völker die gerade Strassen und das ist das, was mich fasziniert an solchen Sachen.",Mich
1,5715,"Und dann natürlich, wenn man so eine abgezirkelte Stadt hat wie Petersburg oder in Palmyra diese Säulensachen, dann hat man irgendwie das Gefühl, das stimmt jetzt besonders und das ist jetzt darum für mich besonders schön.",Palmyra;Petersburg;Säulensachen
1,5740,"Und ich glaube wir können ja nicht … wir können ja aus dem Flimmern des Fernsehers, wenn wir genug lang schauen, können wir ja nichts anderes herausfinden, als das unser Hirn es macht, dass wir am Schluss die Gesetzmässigkeiten sehen.",
1,5752,"Weil so funktioniert unser Gehirn. Und das ist natürlich auch der Grund, warum ich Angst habe vor Demenz.",
1,5762,"Weil ich habe das Gefühl, wenn mir persönlich meine Fähigkeiten diese Ordnungen herzustellen und Beziehungen zu schaffen, die irgendwie in einer schönen Relation zueinander sind, wenn mir das ganz verloren geht, dann weiss ich nicht, dann bin ich nicht mehr ich.",
1,5784,"Darum bin ich Exit [Schweizer Sterbehilfe] beigetreten. Und das ist zum Beispiel auch der Grund, warum ich nie EIN Buch lese, ich kann nicht ein Buch mitnehmen in die Ferien, sondern ich muss hier daheim lesen und dann stehe ich auf und hol dieses Buch und hol das Buch und dann kommt mir dort noch was in den Sinn und dann muss ich das so ineinander hinein …",EIN Buch;Schweizer
1,5811,"Und dann faszinieren mich vor allem wieder Sachen, bei denen ich vorher gedacht habe, das wäre anders, wenn ich merke das stimmt ja gar nicht und das habe ich jetzt gerade bei Sophie Taeuber gehabt. Eben das sind einfach so Sachen, die mich dann schon sehr interessieren und mich interessiert dann natürlich auch WO beim Mensch oder wo in der Entwicklung, wo ist das gekommen.",Sophie Taeuber;WO
1,5842,"Also ich glaube, dass die Primaten und überhaupt die Säugetiere, da bin ich absolut mit Frans de Waal [niederländischer Zoologe und Verhaltensforscher] einig … Emotionen und so Sachen, das ist idiotisch, wenn man das den Tieren absprechen will und auch alle diese ethischen Grundsätze, für das brauchen wir die zehn Gebote nicht, sondern das haben Säugetiere in verschiedenen Formen, das ist in uns drin.",Frans de Waal;niederländischer
1,5871,"Es gibt immer solche, die nicht auf das reagieren, die mehr emotionale Intelligenz haben und solche die weniger haben, aber grundsätzlich ist das den Menschenaffen gegeben, es ist nicht bei allen gleich.",
1,5888,"Bei den Bonobos, die mich besonders interessieren, ist sie am grössten. Und diese Sachen, die finde ich dann sehr spannend, aber es ist dann die Frage, woher kommt den das, was man als ästhetisch … Wo könnte den das …? Da bin ich immer fasziniert, wenn ich von den Menschen sehr frühe Sachen sehe, die entweder symmetrische Ritzungen sind oder dann eben nicht symmetrisch. Wo sind die Zeichen, die etwas bedeuten, die schon fast ein Vorbild sind für Schrift?",Bonobos
1,5929,"Wo findet man das? Das sind so die Bücher, die ich im Moment so gerne lese, die mich interessieren. Und dann auch, mich faszinieren die Sachen, die sie gefunden haben, die etwa 30 000 Jahre als sind in der Nähe von Stuttgart und Ulm. Also ich bin ja auf Stuttgart gereist, ich bin fast nicht mehr aus dieser Ausstellung herausgekommen.",Stuttgart;Stuttgart;Ulm
1,5949,"Diese kleine Elfenbein, also Mammutelfenbein-Figürchen, die einfach wie ein Stich von Picasso, einfach perfekt, sind.",Picasso
1,5965,"Ich kann es nicht anders sagen, wie eine Melodie von Mozart, man kann gar nicht erklären, warum sie so schön sind. Aber der Schwung von diesem Rücken von dem Mammut, der ist einfach, das kann man nicht besser machen. Und DORT, dort muss es gewesen sein. Dort ist es auf jeden Fall schon vorhanden. Und die Frage ist, findet man irgendwo eine Zwischenstufe? Vorläufig findet man sie nicht wahrscheinlich, weil die Materialien kaputt sind.",DORT;Mozart
1,5984,"Das ist schon klar. Aber eben, das wäre eigentlich schon … Es muss nicht schön sein, weil es lieblich ist und angenehm, aber es muss auch nicht so sein, dass nur das Hässliche und Kaputte kann gut sein. Das muss es auch nicht sein. Ich finde man sollte einen Weg finden, dass man kann sagen, es gibt Harmonisches, das auch gut und richtig ist.",Hässliche;Kaputte
1,6013,"Es muss beiden nebeneinander sein. Das ist so … Ja, ich bin da ein bisschen sehr stark dafür, dass es irgendwie in Proportionen stimmt. Und in der Architektur interessiert es mich natürlich, dann vor allem dort, wo es dann symbolisch wird.",
1,6034,"Ich bin heute noch total fasziniert von der Hagia Sophia, obschon sie gefällt mir nicht, wenn ich einfach reingehe. Aber wenn ich auch die anderen Mausoleen und so sehe, die ein Würfel sind und es quasi das Irdische gibt und darüber eine Kuppel, also quasi dann das Überirdische und dann dort den Übergang anschauen … Und in der islamischen Kunst sitzen ja diese Stalaktiten-Gewölbe.",Hagia Sophia;islamischen;Überirdische
1,6065,"Und wenn man dann bei denen mal ganz zuvorderst anfängt und rauf schaut und dann immer nach hinten geht und jedes Mal abdrückt und dann nachher sieht, wie das entsteht, das ist mathematisch-geometrisch unendlich komplex und es ist auch eine Art wie ein Übergang, der verschwindet.",
1,6086,"Aber in der Hagia Sophia hat es genau dort, am schwierigsten Ort, dort wo die Kuppel aufsitzt auf dem Rechteck, dort hat es Fenster.",Hagia Sophia
1,6098,"Und es ist ganz klar, es ist überhaupt keine Sache mit 46 oder 48 Fenster das geometrisch zu machen, aber es hat 40. Und warum hat es 40? Weil 40 ist bei den alten Ägyptern die Zahl des Übergangs.",Ägyptern
1,6112,"Und 40 ist eben schwierig, 8x5. Das ist eben schwierig. Und das ist auch das Ding, warum ich natürlich dann der Ikosaeder so fasziniert von Laban [Rudolf von Laban]. Und dass er quasi das Gefühl hat, er hat ja eigentlich die Idee gehabt, er hat diese platonischen Körper gekannt und dann hat er angefangen zu messen bei der Wigman [Mary Wigman], welche Ecken sind erreicht und dann hatte er das Gefühl, also vielleicht war auch die Wigman anatomisch genau so gebaut, das weiss ich nicht, aber er hatte das Gefühl er fände genau diese Punkte vom Ikosaeder.",Laban;Mary Wigman;Rudolf von Laban;Wigman;Wigman
1,6156,"Er hat sie gemessen, er hatte im Prinzip die Idee der platonischen Körper und gleichzeitig hat er naturwissenschaftliche Messungen gemacht und diese in Verbindung gebracht.",
1,6169,"Und dann kam er auf seinen Ikosaeder gekommen. Und das ist eigentlich spannend. Und ich mag ja den Laban nicht besonders, aber ich glaube ich funktioniere auch so. Ich probiere es mal auszutüfteln und am Schluss komme ich aber auf eine Harmonie die schon vor mir besteht. Das ist irgendwie …",Laban
1,6191,"I: Ja, das bindet dich dann in das grosse Ganze ein. Es geht ja sehr viel wahrscheinlich um Wahrheitssuche, um Sinn, Schönheit, das hängt ja wahrscheinlich auch zusammen.",I
1,6203,"P: Ich weiss nicht, ich glaube mit dem Ding, mit der Frage auf Wahrheit, da habe ich nicht das Gefühl, dass ich mich AKTIV damit beschäftige, aber, ob es einen Sinn gibt, ob Zusammenhänge bestehen, eben sinnstiftende Zusammenhänge, das ist eigentlich schon, was mich interessiert an diesen verschiedenen Sachen.",AKTIV;P: Ich
1,6227,"Darum ist dann eben ein Tannenzapfen ein Tannenzapfen. Ist natürlich interessanter als irgendein Randstein, weil der Randstein, das ist ja zufällig irgendwie von irgendetwas gemacht, das ist eine Spielerei, währendem die Frage nach Prozent der Rechtsdrehung und der Linksdrehung und all solches Zeug, das sind einfach so Sachen, die mich SEHR faszinieren.",
1,6252,"Und darum interessiert mich dann zum Beispiel auch ein Tanzstück von Anne Teresa De Keersmaeker, wo sie mit dieser Spirale arbeitet, die sie ergibt und ich glaube es ist eben sogar die Spirale …nein, das war die gewöhnliche Spirale, die geometrische Spirale, und sie hat vor allem das als Raumweg, man musst ein bisschen oben sitzen, dass man es sah. Und wie dann das so eine Beschleunigung gegen aussen und gleichzeitig wieder ein herholen …",Anne Teresa De Keersmaeker
1,6295,"I: Meinst du ihr Frühwerk „Fase“? Nein, das war ein späteres, oder?",I: Meinst du
1,6297,"P: Nein, nein. Das ist ein ziemlich spätes, ich weiss jetzt nicht wie es heisst, ich müsste es nachschauen, aber ich habe es in der Filature (in Mulhouse) gesehen und es war sogar so, dass sie dann … eine Zeit lang hatte man fast das Gefühl, sie übertreibe mit dem Bezug auf die Geometrie. Wenn man das dann nämlich vergass, dann war es fast schon wieder chaotisch.",Mulhouse;P
1,6324,"Und das war ein lustiges Hin und Her, dass man einerseits ganz gefangen war in dem und zwischendrin das Gefühl hatte, sie braucht es dann wieder nicht.",
1,6340,"Das heisst durch ihren übermässigen Gebrauch wirkte es dann wieder als wäre es zufällig. Das war eine ganz lustige Spannung, aber wie das Werk hiess, weiss ich nicht mehr.",
1,6354,"Wir waren früher viel in der Filature und da ist natürlich eine andere Tanzfreundin von mir noch sehr, sehr wichtig. Das ist Marianne Forster. Das ist klar. Sie hatte diese Neugier, sie wollte auch alles wissen und möglichst viel zueinander in Beziehung bringen.",Filature;Marianne Forster;Tanzfreundin
1,6375,"Und sie hatte eine Energie in sich drin, die einem manchmal fast ein bisschen überrollt hat, weil sie immer so voller Power war, das man einfach das Gefühl, komm‘ wir sitzen mal ab und reden GAR nicht mehr.",GAR
1,6397,"Weil sie hat einfach so verrückt viel gewusst und sie hat sich einfach für alles interessiert und wenn man in den alten Zeitschriften rumblättert, im Tanz der Dinge, ich meine dort als sie anfing die News zu schreiben, das ist eine Schatzkammer. Was sie alles noch gewusst hat und miteinander in Beziehung brachte, das war ganz gross. Sie ist auch gestorben nach ihrem 70. Geburtstag.",
1,6427,"I: Stimmt, sie ist auch wirklich nicht alt geworden. P: Es war noch ein ganz ein schönes Fest. I: Ach, du meinst bei der Beerdigung da?",Ach;I;P
1,6440,"P: Nein, sie wollte ja unbedingt noch 70 werden und sie hat im Oktober Geburtstag und sie hat dort noch ein kleines, altes Schiff, das auf dem Rhein fuhr, gemietet und ihre Freunde eingeladen.",P;Rhein
1,6457,"Das war ein ganz ein schönes Fest. Sie hat so gegen ihre Krankheit gekämpft, es gibt glaube ich kaum Leute, die so kämpfen gegen ihre Krankheit wie sie.",
1,6473,"Aber sie gehörte natürlich auch zu diesen Leuten und ich habe es früher nicht verstanden, wenn meine Mutter sagte: „Weisst du, wenn du alt wirst, wird dir immer wieder etwas genommen.“ Und ich habe dort eigentlich mehr so gedacht, nein, ich meine das, was du hast, das hast du ja. Aber das stimmt eben nicht, denn es werden dir die Freundschaften genommen und Freundschaften die du mit 20, 30 geschlossen hast, die kannst du durch nichts ersetzen. Das ist natürlich schon klar. Das sind dann einfach so Sachen … der Erinnerungsschatz wird dann grösser.",Erinnerungsschatz
1,6522,"I: Ein Teil vom Leben, das war ja eine Lebensbegleitung. P: Habe ich noch jemand vergessen? I: Habe ich mich jetzt auch gerade gefragt. Hast du noch jemand vergessen, der dir wichtig ist, wichtig war?",I;P
1,6540,"P: Also jemand, der sehr wichtig war für mich, war natürlich Alain Bernhard. Das war ganz lässig mit ihm, weil er, als er noch gesund war, er wusste auch einfach alles und kannte alles. Und er war so begeisterungsfähig und er war ganz ein grosser Sammler und wenn man mit ihm befreundet war, dann hatte man sozusagen freien Zugang zu allem. Das heisst, man brauchte ein Telefon: „Alain, hast du? Alain, weisst du?“ Und am nächsten Tag hatte man es in der Post.",Alain;Alain;Alain Bernhard;P
1,6574,"Er hat Zeitungen … hat gesagt: „Ja, weisst du, du musst die nicht auch abonnieren. Ich mache dir eine Fotokopie von denen Sachen, die dich interessieren.“ Und er hatte auch sehr gerne den Kontakt. Er hat natürlich von diesen alten Leuten wie Beatrice Tschumi und all diesen Tänzern aus dieser Zeit alle gekannt und zu sich eingeladen.",Beatrice Tschumi;Zeit
1,6604,"Das war ganz lässig, dass man einfach dort durfte dazugehören. Ich war einmal bei ihm in einer Stunde. Ich habe nämlich nicht nur Klassik ausprobiert, sondern ich bin einmal in das Jazztanzen als er schon sein Studio in Bern hatte, aber als er noch Jazztanz-Stunden gab, einfach eingemietet über den Mittag. Und ich war dort ein paar Monate und ich habe einfach gemerkt, ich komme nicht mehr die Treppe rauf in der Uni, weil das war manchmal so streng, dass ich nur noch konnte … Ich bin einfach nicht mehr diese flache Treppe raufgekommen in der Universität. Dann musste ich dort aufhören. Und einmal war ich beim Vashegyi",Bern;Jazztanz-Stunden;Jazztanzen;Universität;Vashegyi
